ID,reputation,stat_overall,stat_potential,stat_skill_moves,value
6736,1,63,73,2,525000
6737,1,63,74,2,650000
6738,1,63,74,2,550000
6739,1,63,63,2,375000
6740,1,63,63,2,325000
6741,1,63,67,2,400000
6742,1,63,71,2,475000
6743,1,63,66,3,475000
6744,1,63,71,2,475000
6745,1,63,63,3,325000
6746,1,63,63,2,290000
6747,1,63,74,3,625000
6748,1,63,69,1,375000
6749,1,63,78,2,825000
6750,1,63,66,2,375000
6751,1,63,81,3,800000
6752,1,63,78,2,825000
6753,1,63,74,2,550000
6754,1,63,68,3,425000
6755,1,63,63,3,350000
6756,1,63,69,3,525000
6757,1,63,68,2,500000
6758,1,63,65,2,375000
6759,1,63,63,3,180000
6760,1,63,63,2,290000
6761,1,63,63,2,270000
6762,1,63,63,2,300000
6763,1,63,68,2,425000
6764,1,63,63,2,325000
6765,1,63,72,2,475000
6766,1,63,77,2,825000
6767,1,63,67,2,500000
6768,1,63,80,3,800000
6769,1,63,68,1,350000
6770,1,63,70,2,450000
6771,1,63,74,2,625000
6772,1,63,66,2,375000
6773,1,63,75,2,575000
6774,1,63,63,2,300000
6775,1,63,63,2,290000
6776,1,63,74,3,625000
6777,1,63,78,2,700000
6778,1,63,69,1,375000
6779,1,63,63,2,300000
6780,1,63,67,3,475000
6781,1,63,64,2,425000
6782,1,63,75,3,650000
6783,1,63,71,2,450000
6784,1,63,66,3,475000
6785,1,63,70,3,500000
6786,1,63,71,3,550000
6787,1,63,63,2,280000
6788,1,63,70,3,525000
6789,1,63,72,2,500000
6790,1,63,63,2,230000
6791,1,63,70,3,525000
6792,1,63,75,2,575000
6793,1,63,63,3,200000
6794,1,63,75,3,650000
6795,1,63,64,2,450000
6796,1,63,72,2,500000
6797,1,63,70,1,375000
6798,1,63,63,3,400000
6799,1,63,70,2,450000
6800,1,63,64,3,450000
6801,1,63,78,3,800000
6802,1,63,73,3,600000
6803,1,63,69,2,525000
6804,1,63,73,1,450000
6805,1,63,73,3,575000
6806,1,63,78,2,725000
6807,1,63,74,3,625000
6808,1,63,66,2,375000
6809,1,63,63,3,300000
6810,1,63,63,2,375000
6811,1,63,63,1,20000
6812,1,63,71,2,475000
6813,1,63,72,2,550000
6814,1,63,77,3,750000
6815,1,63,73,1,450000
6816,1,63,74,2,625000
6817,1,63,69,2,500000
6818,1,62,79,2,600000
6819,1,62,63,2,350000
6820,1,62,65,2,300000
6821,1,62,70,2,375000
6822,1,62,78,3,675000
6823,1,62,64,2,300000
6824,1,62,68,2,425000
6825,1,62,73,3,525000
6826,1,62,73,3,525000
6827,1,62,70,2,450000
6828,1,62,73,1,400000
6829,1,62,70,2,450000
6830,1,62,62,2,260000
6831,1,62,81,3,650000
6832,1,62,69,2,375000
6833,1,62,62,2,230000
6834,1,62,71,1,350000
6835,1,62,76,1,500000
6836,1,62,69,3,425000
6837,1,62,69,2,425000
6838,1,62,76,1,550000
6839,1,62,73,3,525000
6840,1,62,70,2,400000
6841,1,62,66,2,375000
6842,1,62,72,1,375000
6843,1,62,62,2,240000
6844,1,62,63,2,290000
6845,1,62,75,3,575000
6846,1,62,62,2,220000
6847,1,62,65,2,375000
6848,1,62,62,2,170000
6849,1,62,62,2,290000
6850,1,62,74,2,550000
6851,1,62,64,2,300000
6852,1,62,76,2,675000
6853,1,62,62,2,120000
6854,1,62,62,2,120000
6855,1,62,66,2,325000
6856,1,62,75,3,575000
6857,1,62,66,2,325000
6858,1,62,75,1,475000
6859,1,62,79,3,625000
6860,1,62,70,2,375000
6861,1,62,76,2,600000
6862,1,62,74,3,550000
6863,1,62,67,2,400000
6864,1,62,62,2,240000
6865,1,62,62,2,250000
6866,1,62,70,2,450000
6867,1,62,65,3,375000
6868,1,62,70,3,450000
6869,1,62,70,2,375000
6870,1,62,75,3,575000
6871,1,62,62,3,300000
6872,1,62,71,2,400000
6873,1,62,64,2,375000
6874,1,62,70,2,375000
6875,1,62,63,2,290000
6876,1,62,72,2,500000
6877,1,62,65,2,325000
6878,1,62,68,4,425000
6879,1,62,63,2,375000
6880,1,62,62,2,180000
6881,1,62,76,2,600000
6882,1,62,69,2,350000
6883,1,62,75,3,575000
6884,1,62,72,2,425000
6885,1,62,83,2,675000
6886,1,62,72,2,425000
6887,1,62,66,1,270000
6888,1,62,65,2,375000
6889,1,62,70,1,325000
6890,1,62,73,3,525000
6891,1,62,63,2,350000
6892,1,62,66,2,400000
6893,1,62,62,2,230000
6894,1,62,66,2,375000
6895,1,62,62,1,70000
6896,1,62,71,3,475000
6897,1,62,65,2,325000
6898,1,62,72,2,500000
6899,1,62,69,2,350000
6900,1,62,69,1,325000
6901,1,62,77,3,650000
6902,1,62,75,2,450000
6903,1,62,62,2,250000
6904,1,62,73,2,450000
6905,1,62,67,2,325000
6906,1,62,68,2,425000
6907,1,62,83,3,675000
6908,1,62,67,2,400000
6909,1,62,74,2,525000
6910,1,62,62,2,250000
6911,1,62,69,3,425000
6912,1,62,69,2,425000
6913,1,62,69,2,375000
6914,1,62,67,2,350000
6915,1,62,71,2,400000
6916,1,62,75,2,575000
6917,1,62,64,2,300000
6918,1,62,66,2,325000
6919,1,62,73,2,450000
6920,1,62,62,2,240000
6921,1,62,74,2,475000
6922,1,62,75,2,475000
6923,1,62,69,2,425000
6924,1,62,72,2,425000
6925,1,62,68,2,350000
6926,1,62,66,3,400000
6927,1,62,71,2,400000
6928,1,62,68,1,300000
6929,1,62,77,3,650000
6930,1,62,62,3,300000
6931,1,62,62,2,300000
6932,1,62,70,2,375000
6933,1,62,68,2,350000
6934,1,62,62,1,180000
6935,1,62,64,2,300000
6936,1,62,62,2,240000
6937,1,62,73,3,525000
6938,1,62,63,2,280000
6939,1,62,66,2,400000
6940,1,62,69,2,425000
6941,1,62,62,2,325000
6942,1,62,62,1,200000
6943,1,62,62,3,300000
6944,1,62,62,2,200000
6945,1,62,69,3,375000
6946,1,62,62,3,170000
6947,1,62,70,2,450000
6948,1,62,66,1,270000
6949,1,62,71,2,475000
6950,1,62,64,2,300000
6951,1,62,72,2,400000
6952,1,62,69,2,350000
6953,1,62,67,2,325000
6954,1,62,62,2,220000
6955,1,62,82,3,600000
6956,1,62,77,2,650000
6957,1,62,69,2,375000
6958,1,62,62,2,300000
6959,1,62,62,3,325000
6960,1,62,74,1,425000
6961,1,62,62,3,325000
6962,1,62,62,3,190000
6963,1,62,68,2,350000
6964,1,62,62,2,170000
6965,1,62,75,1,475000
6966,1,62,71,2,475000
6967,1,62,62,2,325000
6968,1,62,79,2,650000
6969,1,62,78,2,650000
6970,2,62,62,2,170000
6971,1,62,69,2,350000
6972,1,62,62,3,300000
6973,1,62,66,2,400000
6974,1,62,62,2,200000
6975,1,62,73,2,450000
6976,1,62,64,1,250000
6977,1,62,62,3,325000
6978,1,62,67,1,280000
6979,1,62,71,3,450000
6980,1,62,68,3,425000
6981,1,62,70,1,325000
6982,1,62,68,2,350000
6983,1,62,71,2,400000
6984,1,62,72,2,400000
6985,1,62,63,3,350000
6986,1,62,62,2,290000
6987,1,62,65,2,400000
6988,1,62,77,3,650000
6989,1,62,73,2,450000
6990,1,62,71,2,400000
6991,1,62,68,2,400000
6992,1,62,68,1,300000
6993,1,62,63,2,350000
6994,1,62,76,2,600000
6995,1,62,80,3,675000
6996,1,62,68,2,400000
6997,1,62,64,2,375000
6998,1,62,64,2,375000
6999,1,62,69,2,375000
7000,1,62,67,2,350000
7001,1,62,79,3,625000
7002,1,62,69,2,425000
7003,1,62,68,3,350000
7004,1,62,68,3,425000
7005,1,62,72,2,500000
7006,1,62,83,3,675000
7007,1,62,62,2,240000
7008,1,62,63,2,375000
7009,1,62,65,4,375000
7010,1,62,75,2,475000
7011,1,62,63,3,350000
7012,1,62,82,3,600000
7013,1,62,71,2,475000
7014,1,62,66,2,400000
7015,1,62,83,3,650000
7016,1,62,72,2,425000
7017,1,62,71,2,475000
7018,1,62,74,2,550000
7019,1,62,69,3,425000
7020,1,62,73,3,525000
7021,1,62,62,1,190000
7022,1,62,76,2,650000
7023,1,62,68,2,400000
7024,1,62,73,2,450000
7025,1,62,75,1,425000
7026,1,62,70,2,375000
7027,1,62,77,2,575000
7028,1,62,73,2,500000
7029,1,62,65,1,270000
7030,1,62,74,2,475000
7031,1,62,78,2,675000
7032,1,62,69,3,425000
7033,1,62,70,2,450000
7034,1,62,81,3,625000
7035,1,62,73,2,500000
7036,1,62,72,2,500000
7037,1,62,72,2,475000
7038,1,62,68,2,350000
7039,1,62,62,2,325000
7040,1,62,70,2,375000
7041,1,62,77,2,625000
7042,1,62,65,3,375000
7043,1,62,66,2,325000
7044,1,62,70,3,450000
7045,1,62,70,3,450000
7046,1,62,74,3,550000
7047,1,62,68,3,400000
7048,1,62,64,2,290000
7049,1,62,69,1,325000
7050,1,62,76,2,650000
7051,1,62,69,2,375000
7052,1,62,72,2,475000
7053,1,62,67,2,400000
7054,1,62,68,3,350000
7055,1,62,80,3,650000
7056,1,62,62,2,240000
7057,1,62,76,2,600000
7058,1,62,68,3,400000
7059,1,62,62,2,200000
7060,1,62,71,2,475000
7061,1,62,68,2,425000
7062,1,62,76,2,600000
7063,1,62,62,2,300000
7064,1,62,65,2,375000
7065,1,62,70,2,450000
7066,1,62,71,1,350000
7067,1,62,63,3,350000
7068,1,62,62,2,230000
7069,1,62,70,2,400000
7070,1,62,73,2,400000
7071,1,62,65,4,375000
7072,1,62,64,2,375000
7073,1,62,76,2,600000
7074,1,62,62,2,240000
7075,1,62,62,2,230000
7076,1,62,77,3,650000
7077,1,62,73,2,525000
7078,1,62,62,2,325000
7079,1,62,62,2,270000
7080,1,62,63,2,350000
7081,1,62,65,2,325000
7082,1,62,74,3,550000
7083,1,62,68,1,300000
7084,1,62,67,3,350000
7085,1,62,69,2,425000
7086,1,62,62,2,240000
7087,1,62,74,2,450000
7088,1,62,77,2,625000
7089,1,62,72,3,500000
7090,1,62,66,2,400000
7091,1,62,76,3,675000
7092,1,62,69,2,425000
7093,1,62,62,3,120000
7094,1,62,77,2,600000
7095,1,62,62,2,325000
7096,1,62,68,2,350000
7097,1,62,65,2,325000
7098,1,62,75,3,575000
7099,1,62,62,2,170000
7100,1,62,71,3,425000
7101,1,62,73,3,500000
7102,1,62,76,2,650000
7103,1,62,65,2,300000
7104,1,62,79,3,650000
7105,1,62,72,2,500000
7106,1,62,72,2,425000
7107,1,62,67,2,400000
7108,1,62,72,3,500000
7109,1,62,74,1,425000
7110,1,62,74,3,525000
7111,1,62,67,3,400000
7112,1,62,62,2,240000
7113,1,62,79,3,650000
7114,1,62,62,1,170000
7115,1,62,70,1,325000
7116,1,62,66,2,325000
7117,1,62,80,2,550000
7118,1,62,69,2,375000
7119,1,62,62,2,300000
7120,1,62,67,2,350000
7121,1,62,62,1,120000
7122,1,62,68,2,350000
7123,1,62,68,1,300000
7124,1,62,77,2,550000
7125,1,62,62,2,325000
7126,1,62,69,2,425000
7127,1,62,62,2,230000
7128,1,62,62,2,260000
7129,1,62,75,2,500000
7130,1,62,72,2,425000
7131,1,62,71,1,350000
7132,1,62,73,1,375000
7133,1,62,62,2,160000
7134,1,62,72,2,425000
7135,1,62,62,1,170000
7136,1,62,70,2,450000
7137,1,62,66,2,400000
7138,1,62,71,2,400000
7139,1,62,65,3,375000
7140,1,62,62,2,300000
7141,1,62,65,2,325000
7142,1,62,62,3,290000
7143,1,62,71,2,400000
7144,1,62,69,2,350000
7145,1,62,70,2,375000
7146,1,62,69,2,375000
7147,1,62,70,3,450000
7148,1,62,75,2,575000
7149,1,62,62,1,40000
7150,1,62,62,2,325000
7151,1,62,62,3,300000
7152,1,62,72,2,425000
7153,1,62,68,1,300000
7154,1,62,66,2,325000
7155,1,62,72,2,425000
7156,1,62,70,2,450000
7157,1,62,70,2,375000
7158,1,62,62,3,325000
7159,1,62,71,2,475000
7160,1,62,79,3,675000
7161,1,62,78,2,575000
7162,1,62,64,1,250000
7163,1,62,70,1,325000
7164,1,62,63,2,280000
7165,1,62,66,3,400000
7166,1,62,76,3,675000
7167,1,62,73,2,450000
7168,1,62,62,2,230000
7169,1,62,72,2,425000
7170,1,62,74,2,475000
7171,1,62,65,1,270000
7172,1,62,72,2,425000
7173,1,62,70,2,400000
7174,1,62,86,3,650000
7175,1,62,76,2,675000
7176,1,62,68,2,350000
7177,1,62,67,3,400000
7178,1,62,79,3,675000
7179,1,62,71,2,450000
7180,1,62,71,2,400000
7181,1,61,75,2,550000
7182,1,61,62,2,220000
7183,2,61,61,3,100000
7184,1,61,69,2,325000
7185,1,61,68,1,260000
7186,1,61,62,1,200000
7187,1,61,77,2,475000
7188,1,61,75,3,450000
7189,1,61,67,2,290000
7190,1,61,73,3,450000
7191,1,61,61,3,140000
7192,1,61,70,2,350000
7193,1,61,80,2,500000
7194,1,61,75,3,550000
7195,1,61,66,2,280000
7196,1,61,66,2,325000
7197,1,61,66,2,280000
7198,1,61,61,2,200000
7199,1,61,69,2,375000
7200,1,61,72,3,375000
7201,1,61,61,2,180000
7202,1,61,61,2,100000
7203,1,61,61,2,190000
7204,1,61,71,2,350000
7205,1,61,75,2,475000
7206,1,61,75,2,475000
7207,1,61,75,3,525000
7208,1,61,61,1,20000
7209,1,61,68,2,300000
7210,1,61,74,2,425000
7211,1,61,71,3,400000
7212,1,61,73,2,400000
7213,1,61,61,1,140000
7214,1,61,70,1,290000
7215,1,61,64,2,260000
7216,1,61,63,2,250000
7217,1,61,64,2,325000
7218,1,61,74,2,500000
7219,1,61,81,2,450000
7220,1,61,66,3,350000
7221,1,61,74,2,425000
7222,1,61,77,2,525000
7223,1,61,71,2,350000
7224,1,61,68,2,350000
7225,1,61,71,2,400000
7226,1,61,64,2,270000
7227,1,61,61,2,260000
7228,1,61,64,3,300000
7229,1,61,61,2,260000
7230,1,61,76,3,550000
7231,1,61,70,3,400000
7232,1,61,64,2,270000
7233,1,61,63,1,210000
7234,1,61,71,1,325000
7235,1,61,76,2,475000
7236,1,61,61,2,250000
7237,1,61,76,2,475000
7238,1,61,61,1,170000
7239,1,61,73,1,350000
7240,1,61,69,2,375000
7241,1,61,72,2,375000
7242,1,61,76,3,550000
7243,1,61,62,3,290000
7244,1,61,73,2,400000
7245,1,61,73,3,450000
7246,1,61,69,2,325000
7247,1,61,70,3,400000
7248,1,61,66,2,350000
7249,1,61,63,1,200000
7250,1,61,69,3,375000
7251,1,61,61,3,260000
7252,1,61,77,3,550000
7253,1,61,67,2,290000
7254,1,61,61,2,250000
7255,1,61,74,1,400000
7256,1,61,75,3,550000
7257,1,61,68,1,260000
7258,1,61,77,3,475000
7259,1,61,66,1,240000
7260,1,61,75,2,550000
7261,1,61,67,1,250000
7262,1,61,82,2,500000
7263,1,61,76,3,525000
7264,1,61,75,3,500000
7265,1,61,68,2,300000
7266,1,61,73,2,400000
7267,1,61,68,2,300000
7268,1,61,69,2,325000
7269,1,61,68,1,260000
7270,1,61,70,2,375000
7271,1,61,69,3,375000
7272,1,61,67,1,250000
7273,1,61,70,1,290000
7274,1,61,64,1,220000
7275,1,61,73,2,375000
7276,1,61,67,3,350000
7277,1,61,70,3,375000
7278,1,61,74,3,425000
7279,1,61,65,3,325000
7280,1,61,65,3,270000
7281,1,61,72,2,425000
7282,1,61,69,2,375000
7283,1,61,64,2,325000
7284,1,61,66,2,290000
7285,1,61,67,2,290000
7286,1,61,64,2,260000
7287,1,61,77,2,525000
7288,1,61,66,2,350000
7289,1,61,71,2,350000
7290,1,61,72,2,425000
7291,1,61,71,2,350000
7292,1,61,71,3,400000
7293,1,61,78,3,525000
7294,1,61,61,2,230000
7295,1,61,61,1,180000
7296,1,61,72,2,375000
7297,1,61,62,1,200000
7298,1,61,63,2,325000
7299,1,61,61,2,250000
7300,1,61,70,1,290000
7301,1,61,61,2,60000
7302,1,61,68,2,350000
7303,1,61,61,2,250000
7304,1,61,75,1,450000
7305,1,61,72,2,375000
7306,1,61,61,3,250000
7307,1,61,71,4,400000
7308,1,61,69,2,375000
7309,1,61,72,2,375000
7310,1,61,62,2,240000
7311,1,61,81,3,525000
7312,1,61,77,3,525000
7313,1,61,71,3,400000
7314,1,61,61,2,270000
7315,1,61,79,1,425000
7316,1,61,73,2,400000
7317,1,61,77,2,550000
7318,1,61,73,2,450000
7319,1,61,70,2,375000
7320,1,61,73,2,450000
7321,1,61,71,2,425000
7322,1,61,67,2,350000
7323,1,61,71,2,400000
7324,1,61,63,2,250000
7325,1,61,70,2,350000
7326,1,61,63,2,250000
7327,1,61,75,2,525000
7328,1,61,74,2,475000
7329,1,61,64,2,325000
7330,1,61,73,1,350000
7331,1,61,78,1,450000
7332,1,61,67,1,250000
7333,1,61,68,2,300000
7334,1,61,62,2,230000
7335,1,61,62,3,300000
7336,1,61,61,2,140000
7337,1,61,69,2,375000
7338,1,61,69,2,325000
7339,1,61,61,3,240000
7340,1,61,61,2,240000
7341,1,61,69,2,375000
7342,1,61,71,3,400000
7343,1,61,75,2,550000
7344,1,61,70,3,400000
7345,1,61,69,3,375000
7346,1,61,62,2,220000
7347,1,61,72,2,425000
7348,1,61,68,2,300000
7349,1,61,81,3,500000
7350,1,61,74,2,475000
7351,1,61,64,2,325000
7352,1,61,64,2,250000
7353,1,61,73,2,450000
7354,1,61,63,2,260000
7355,1,61,64,3,325000
7356,1,61,76,3,525000
7357,1,61,69,2,325000
7358,1,61,61,2,80000
7359,1,61,63,1,210000
7360,1,61,66,2,280000
7361,1,61,67,2,350000
7362,1,61,78,2,500000
7363,1,61,68,1,260000
7364,1,61,66,1,240000
7365,1,61,72,2,425000
7366,1,61,63,2,260000
7367,1,61,74,1,400000
7368,1,61,68,1,260000
7369,1,61,72,2,375000
7370,1,61,69,2,375000
7371,1,61,67,2,290000
7372,1,61,66,2,325000
7373,1,61,63,3,300000
7374,1,61,66,2,350000
7375,1,61,71,3,400000
7376,1,61,79,2,525000
7377,1,61,64,2,270000
7378,1,61,68,1,260000
7379,1,61,79,2,450000
7380,1,61,67,1,250000
7381,1,61,75,2,500000
7382,1,61,81,2,525000
7383,1,61,68,2,300000
7384,1,61,73,2,400000
7385,1,61,70,2,400000
7386,1,61,66,3,325000
7387,1,61,61,2,140000
7388,1,61,62,2,300000
7389,1,61,73,2,375000
7390,1,61,74,2,425000
7391,1,61,72,1,350000
7392,1,61,71,2,350000
7393,1,61,66,2,280000
7394,1,61,62,3,300000
7395,1,61,83,2,500000
7396,1,61,79,3,550000
7397,1,61,78,2,500000
7398,1,61,64,3,325000
7399,1,61,77,2,550000
7400,1,61,62,2,240000
7401,1,61,77,2,500000
7402,1,61,81,2,475000
7403,1,61,67,2,350000
7404,1,61,65,3,280000
7405,1,61,74,3,475000
7406,1,61,61,2,260000
7407,1,61,72,2,425000
7408,1,61,68,2,350000
7409,1,61,64,2,260000
7410,1,61,70,2,325000
7411,1,61,72,2,425000
7412,1,61,61,3,250000
7413,1,61,78,2,475000
7414,1,61,61,2,270000
7415,1,61,61,2,280000
7416,1,61,61,2,80000
7417,1,61,67,2,350000
7418,1,61,75,1,450000
7419,1,61,73,2,400000
7420,1,61,71,1,300000
7421,1,61,65,3,325000
7422,1,61,68,2,350000
7423,1,61,66,2,280000
7424,1,61,67,2,350000
7425,1,61,61,2,200000
7426,1,61,69,2,375000
7427,1,61,61,2,210000
7428,1,61,81,2,450000
7429,1,61,61,2,260000
7430,1,61,73,2,425000
7431,1,61,77,2,475000
7432,1,61,67,2,290000
7433,1,61,61,2,270000
7434,1,61,63,2,260000
7435,1,61,63,2,300000
7436,1,61,73,2,375000
7437,1,61,73,1,350000
7438,1,61,69,2,375000
7439,1,61,71,2,350000
7440,1,61,77,2,550000
7441,1,61,65,2,325000
7442,1,61,72,2,450000
7443,1,61,70,2,350000
7444,1,61,63,3,300000
7445,1,61,79,1,425000
7446,1,61,74,2,425000
7447,1,61,70,2,325000
7448,1,61,61,3,270000
7449,1,61,61,2,210000
7450,1,61,72,2,375000
7451,1,61,77,2,500000
7452,1,61,64,3,325000
7453,1,61,70,2,400000
7454,1,61,61,2,210000
7455,1,61,70,2,400000
7456,1,61,72,3,375000
7457,1,61,61,2,270000
7458,1,61,72,2,425000
7459,1,61,61,2,200000
7460,1,61,61,2,250000
7461,1,61,73,2,450000
7462,1,61,72,2,450000
7463,1,61,75,2,500000
7464,1,61,71,2,400000
7465,1,61,73,2,425000
7466,1,61,75,2,500000
7467,1,61,75,2,500000
7468,1,61,61,3,270000
7469,1,61,61,2,140000
7470,1,61,72,2,375000
7471,1,61,81,2,525000
7472,1,61,74,2,475000
7473,1,61,63,1,210000
7474,1,61,71,2,425000
7475,1,61,61,2,260000
7476,1,61,64,2,260000
7477,1,61,70,2,400000
7478,1,61,61,3,260000
7479,1,61,61,2,200000
7480,1,61,71,3,400000
7481,1,61,68,2,350000
7482,1,61,76,1,425000
7483,1,61,61,2,260000
7484,1,61,70,3,400000
7485,1,61,66,2,290000
7486,1,60,71,2,325000
7487,1,60,68,2,260000
7488,1,60,66,2,280000
7489,1,60,72,3,325000
7490,1,60,65,1,200000
7491,1,60,63,2,220000
7492,1,60,70,1,260000
7493,1,60,70,2,325000
7494,1,60,80,3,450000
7495,1,60,78,3,425000
7496,1,60,72,3,375000
7497,1,60,80,2,375000
7498,1,60,63,2,260000
7499,1,60,74,2,375000
7500,1,60,64,1,180000
7501,1,60,60,3,160000
7502,1,60,65,2,230000
7503,1,60,60,2,200000
7504,1,60,76,2,450000
7505,1,60,66,2,240000
7506,1,60,78,2,450000
7507,1,60,63,2,210000
7508,1,60,65,2,280000
7509,1,60,79,2,375000
7510,1,60,60,1,130000
7511,1,60,66,2,240000
7512,1,60,70,2,290000
7513,1,60,60,2,120000
7514,1,60,60,2,200000
7515,1,60,69,2,270000
7516,1,60,65,1,200000
7517,1,60,78,2,400000
7518,1,60,74,1,375000
7519,1,60,69,2,280000
7520,1,60,71,1,280000
7521,1,60,69,2,325000
7522,1,60,63,2,220000
7523,1,60,70,2,325000
7524,1,60,71,2,350000
7525,1,60,67,2,250000
7526,1,60,68,2,300000
7527,1,60,60,2,210000
7528,1,60,80,3,400000
7529,1,60,70,1,260000
7530,1,60,75,2,375000
7531,1,60,65,2,230000
7532,1,60,72,2,325000
7533,1,60,60,2,90000
7534,1,60,67,3,290000
7535,1,60,68,1,230000
7536,1,60,80,2,375000
7537,1,60,65,2,230000
7538,1,60,60,2,150000
7539,1,60,75,2,400000
7540,1,60,76,2,400000
7541,1,60,76,2,375000
7542,1,60,67,2,250000
7543,1,60,73,3,375000
7544,1,60,74,2,425000
7545,1,60,76,3,450000
7546,1,60,70,2,290000
7547,1,60,69,2,270000
7548,1,60,71,2,325000
7549,1,60,75,2,425000
7550,1,60,69,2,325000
7551,1,60,74,2,425000
7552,1,60,68,1,230000
7553,1,60,72,2,350000
7554,1,60,65,2,230000
7555,1,60,80,2,375000
7556,1,60,69,1,230000
7557,1,60,67,2,250000
7558,1,60,73,2,400000
7559,1,60,61,1,170000
7560,1,60,60,2,170000
7561,1,60,78,3,450000
7562,1,60,77,2,400000
7563,1,60,75,2,400000
7564,1,60,62,2,210000
7565,1,60,65,2,230000
7566,1,60,67,1,210000
7567,1,60,77,2,450000
7568,1,60,60,2,30000
7569,1,60,63,2,260000
7570,1,60,65,2,240000
7571,1,60,67,2,250000
7572,1,60,70,2,300000
7573,1,60,64,3,270000
7574,1,60,70,2,290000
7575,1,60,66,2,240000
7576,1,60,74,2,400000
7577,1,60,73,1,300000
7578,1,60,74,2,375000
7579,1,60,63,1,180000
7580,1,60,66,1,210000
7581,1,60,74,2,450000
7582,1,60,71,2,290000
7583,1,60,67,2,290000
7584,1,60,76,2,425000
7585,1,60,65,2,230000
7586,1,60,68,3,300000
7587,1,60,71,2,300000
7588,1,60,70,2,325000
7589,1,60,68,2,250000
7590,1,60,64,2,230000
7591,1,60,60,2,150000
7592,1,60,70,2,290000
7593,1,60,71,2,325000
7594,1,60,69,1,240000
7595,1,60,71,3,350000
7596,1,60,64,2,270000
7597,1,60,69,1,240000
7598,1,60,73,2,375000
7599,1,60,61,1,170000
7600,1,60,76,2,375000
7601,1,60,77,2,450000
7602,1,60,75,1,375000
7603,1,60,65,2,240000
7604,1,60,60,1,150000
7605,1,60,74,1,375000
7606,1,60,70,2,290000
7607,1,60,65,2,230000
7608,1,60,68,2,260000
7609,1,60,76,2,400000
7610,1,60,73,3,400000
7611,1,60,73,3,400000
7612,1,60,71,3,325000
7613,1,60,62,2,250000
7614,1,60,69,2,280000
7615,1,60,61,2,200000
7616,1,60,74,2,425000
7617,1,60,60,2,200000
7618,1,60,71,2,350000
7619,1,60,79,2,450000
7620,1,60,73,2,400000
7621,1,60,67,2,250000
7622,1,60,71,2,325000
7623,1,60,72,3,375000
7624,1,60,71,2,350000
7625,1,60,67,2,240000
7626,1,60,60,2,120000
7627,1,60,77,3,450000
7628,1,60,80,2,400000
7629,1,60,63,2,260000
7630,1,60,73,2,375000
7631,1,60,60,1,80000
7632,1,60,70,1,260000
7633,1,60,72,3,350000
7634,1,60,73,2,400000
7635,1,60,78,3,450000
7636,1,60,69,2,325000
7637,1,60,72,3,375000
7638,1,60,73,3,375000
7639,1,60,69,2,325000
7640,1,60,77,2,425000
7641,1,60,62,1,170000
7642,1,60,70,2,290000
7643,1,60,77,2,450000
7644,1,60,75,2,450000
7645,1,60,70,2,325000
7646,1,60,73,2,350000
7647,1,60,82,1,400000
7648,1,60,67,2,240000
7649,1,60,64,1,190000
7650,1,60,67,2,290000
7651,1,60,75,2,450000
7652,1,60,67,2,300000
7653,1,60,69,3,280000
7654,1,60,71,3,350000
7655,1,60,69,1,240000
7656,1,60,79,2,425000
7657,1,60,74,2,400000
7658,1,60,79,1,375000
7659,1,60,69,3,325000
7660,1,60,70,1,260000
7661,1,60,76,2,450000
7662,1,60,75,2,400000
7663,1,60,60,3,130000
7664,1,60,73,2,400000
7665,1,60,70,2,325000
7666,1,60,63,1,170000
7667,1,60,69,2,325000
7668,1,60,60,2,190000
7669,1,60,74,3,450000
7670,1,60,70,2,350000
7671,1,60,72,2,325000
7672,1,60,68,3,300000
7673,1,60,69,2,325000
7674,1,60,76,2,425000
7675,1,60,69,2,325000
7676,1,60,73,2,375000
7677,1,60,81,3,400000
7678,1,60,64,2,270000
7679,1,60,72,4,375000
7680,1,60,70,3,325000
7681,1,60,60,2,220000
7682,1,60,74,2,450000
7683,1,60,67,3,290000
7684,1,60,66,1,210000
7685,1,60,61,2,250000
7686,1,60,68,2,300000
7687,1,60,60,1,140000
7688,1,60,73,2,350000
7689,1,60,64,1,190000
7690,1,60,69,2,325000
7691,1,60,69,1,240000
7692,1,60,72,3,375000
7693,1,60,69,2,325000
7694,1,60,70,2,350000
7695,1,60,69,2,280000
7696,1,60,67,2,250000
7697,1,60,81,2,400000
7698,1,60,64,2,220000
7699,1,60,60,1,140000
7700,1,60,73,2,400000
7701,1,60,70,2,325000
7702,1,60,74,3,450000
7703,1,60,61,2,240000
7704,1,60,72,3,350000
7705,1,60,71,2,325000
7706,1,60,71,2,325000
7707,1,60,66,2,280000
7708,1,60,68,3,300000
7709,1,60,69,2,325000
7710,1,60,64,1,190000
7711,1,60,78,3,450000
7712,1,60,61,1,160000
7713,1,60,67,2,240000
7714,1,60,74,1,350000
7715,1,60,68,2,260000
7716,1,60,67,2,250000
7717,1,60,64,2,270000
7718,1,60,63,2,220000
7719,1,60,67,2,250000
7720,1,60,72,3,350000
7721,1,60,69,1,240000
7722,1,60,69,3,325000
7723,1,60,69,2,280000
7724,1,60,67,2,290000
7725,1,60,75,3,450000
7726,1,60,66,2,240000
7727,1,60,67,1,210000
7728,1,60,71,2,300000
7729,1,60,71,1,280000
7730,1,60,68,2,260000
7731,1,60,70,1,260000
7732,1,60,77,2,425000
